学校名称,学校标识码,主管部门,所在地,办学层次,备注
蚌埠经济技术职业学院,4134014137,安徽省教育厅,蚌埠市,专科,民办
民办安徽旅游职业学院,4134014165,安徽省教育厅,阜阳市,专科,民办
徽商职业学院,4134014191,安徽省,合肥市,专科,
马鞍山职业技术学院,4134014192,安徽省,马鞍山市,专科,
安徽现代信息工程职业学院,4134014210,安徽省教育厅,六安市,专科,民办
安徽矿业职业技术学院,4134014229,安徽省教育厅,淮北市,专科,民办
合肥信息技术职业学院,4134014230,安徽省教育厅,合肥市,专科,民办
桐城师范高等专科学校,4134014273,安徽省,安庆市,专科,
黄山职业技术学院,4134014296,安徽省,黄山市,专科,
滁州城市职业学院,4134014297,安徽省,滁州市,专科,
安徽汽车职业技术学院,4134014298,安徽省,合肥市,专科,
皖西卫生职业学院,4134014299,安徽省,六安市,专科,
合肥幼儿师范高等专科学校,4134014330,安徽省,合肥市,专科,
安徽长江职业学院,4134014341,安徽省教育厅,合肥市,专科,民办
安徽扬子职业技术学院,4134014342,安徽省教育厅,芜湖市,专科,民办
安徽黄梅戏艺术职业学院,4134014378,安徽省,安庆市,专科,
安徽粮食工程职业学院,4134014418,安徽省,合肥市,专科,
安徽卫生健康职业学院,4134014419,安徽省,池州市,专科,
合肥科技职业学院,4134014420,安徽省教育厅,合肥市,专科,民办
皖北卫生职业学院,4134014502,安徽省,宿州市,专科,
阜阳幼儿师范高等专科学校,4134014536,安徽省,阜阳市,专科,
厦门大学,4135010384,教育部,厦门市,本科,
华侨大学,4135010385,国务院侨办,泉州市,本科,
福州大学,4135010386,福建省,福州市,本科,
福建工程学院,4135010388,福建省,福州市,本科,
福建农林大学,4135010389,福建省,福州市,本科,
集美大学,4135010390,福建省,厦门市,本科,
福建医科大学,4135010392,福建省,福州市,本科,
福建中医药大学,4135010393,福建省,福州市,本科,
福建师范大学,4135010394,福建省,福州市,本科,
闽江学院,4135010395,福建省,福州市,本科,
武夷学院,4135010397,福建省,南平市,本科,
宁德师范学院,4135010398,福建省,宁德市,本科,
泉州师范学院,4135010399,福建省,泉州市,本科,
闽南师范大学,4135010402,福建省,漳州市,本科,
厦门理工学院,4135011062,福建省,厦门市,本科,
三明学院,4135011311,福建省,三明市,本科,
龙岩学院,4135011312,福建省,龙岩市,本科,
福建商学院,4135011313,福建省,福州市,本科,
福建警察学院,4135011495,福建省,福州市,本科,
莆田学院,4135011498,福建省,莆田市,本科,
仰恩大学,4135011784,福建省教育厅,泉州市,本科,民办
厦门医学院,4135012631,福建省,厦门市,本科,
厦门华厦学院,4135012709,福建省教育厅,厦门市,本科,民办
闽南理工学院,4135012710,福建省教育厅,泉州市,本科,民办
福建师范大学闽南科技学院,4135012992,福建省教育厅,泉州市,本科,民办
福建农林大学东方学院,4135012993,福建省教育厅,福州市,本科,民办
厦门工学院,4135013115,福建省教育厅,厦门市,本科,民办
阳光学院,4135013468,福建省教育厅,福州市,本科,民办
厦门大学嘉庚学院,4135013469,福建省教育厅,漳州市,本科,民办
福州大学至诚学院,4135013470,福建省教育厅,福州市,本科,民办
集美大学诚毅学院,4135013471,福建省教育厅,厦门市,本科,民办
福建师范大学协和学院,4135013472,福建省教育厅,福州市,本科,民办
福州外语外贸学院,4135013762,福建省教育厅,福州市,本科,民办
福建江夏学院,4135013763,福建省,福州市,本科,
泉州信息工程学院,4135013766,福建省教育厅,泉州市,本科,民办
福州理工学院,4135013773,福建省教育厅,福州市,本科,民办
福建农林大学金山学院,4135014046,福建省教育厅,福州市,本科,民办
福建船政交通职业学院,4135010866,福建省,福州市,专科,
漳州职业技术学院,4135011314,福建省,漳州市,专科,
闽西职业技术学院,4135011315,福建省,龙岩市,专科,
黎明职业大学,4135011317,福建省,泉州市,专科,
福建华南女子职业学院,4135011499,福建省教育厅,福州市,专科,民办
福州职业技术学院,4135011502,福建省,福州市,专科,
福建林业职业技术学院,4135012625,福建省,南平市,专科,
福建信息职业技术学院,4135012626,福建省,福州市,专科,
福建水利电力职业技术学院,4135012627,福建省,三明市,专科,
福建电力职业技术学院,4135012628,福建省,泉州市,专科,
厦门海洋职业技术学院,4135012629,福建省,厦门市,专科,
福建农业职业技术学院,4135012630,福建省,福州市,专科,
福建卫生职业技术学院,4135012633,福建省,福州市,专科,
泉州医学高等专科学校,4135012634,福建省,泉州市,专科,
福州英华职业学院,4135012708,福建省教育厅,福州市,专科,民办
泉州纺织服装职业学院,4135012711,福建省教育厅,泉州市,专科,民办
泉州华光职业学院,4135012927,福建省教育厅,泉州市,专科,民办
泉州理工职业学院,4135012928,福建省教育厅,泉州市,专科,民办
福建警官职业学院,4135013733,福建省,福州市,专科,
闽北职业技术学院,4135013764,福建省,南平市,专科,
福州黎明职业技术学院,4135013765,福建省教育厅,福州市,专科,民办
厦门演艺职业学院,4135013767,福建省教育厅,厦门市,专科,民办
厦门华天涉外职业技术学院,4135013768,福建省教育厅,厦门市,专科,民办
福州科技职业技术学院,4135013769,福建省教育厅,福州市,专科,民办
泉州经贸职业技术学院,4135013770,福建省,泉州市,专科,
福建对外经济贸易职业技术学院,4135013771,福建省,福州市,专科,
湄洲湾职业技术学院,4135013772,福建省,莆田市,专科,
福建生物工程职业技术学院,4135013969,福建省,福州市,专科,
福建艺术职业学院,4135013970,福建省,福州市,专科,
福建幼儿师范高等专科学校,4135013972,福建省,福州市,专科,
厦门城市职业学院,4135013973,福建省,厦门市,专科,
泉州工艺美术职业学院,4135013975,福建省,泉州市,专科,
三明医学科技职业学院,4135013976,福建省,三明市,专科,
宁德职业技术学院,4135013977,福建省,宁德市,专科,
福州软件职业技术学院,4135013978,福建省教育厅,福州市,专科,民办
厦门兴才职业技术学院,4135013979,福建省教育厅,厦门市,专科,民办
厦门软件职业技术学院,4135014059,福建省教育厅,厦门市,专科,民办
福建体育职业技术学院,4135014060,福建省,福州市,专科,
漳州城市职业学院,4135014110,福建省,漳州市,专科,
厦门南洋职业学院,4135014111,福建省教育厅,厦门市,专科,民办
厦门东海职业技术学院,4135014112,福建省教育厅,厦门市,专科,民办
漳州科技职业学院,4135014113,福建省教育厅,漳州市,专科,民办
漳州理工职业学院,4135014115,福建省教育厅,漳州市,专科,民办
武夷山职业学院,4135014116,福建省教育厅,南平市,专科,民办
漳州卫生职业学院,4135014117,福建省,漳州市,专科,
泉州海洋职业学院,4135014231,福建省教育厅,泉州市,专科,民办
泉州轻工职业学院,4135014232,福建省教育厅,泉州市,专科,民办
厦门安防科技职业学院,4135014257,福建省教育厅,厦门市,专科,民办
泉州幼儿师范高等专科学校,4135014331,福建省,泉州市,专科,
闽江师范高等专科学校,4135014490,福建省,福州市,专科,
泉州工程职业技术学院,4135014503,福建省教育厅,泉州市,专科,民办
福州墨尔本理工职业学院,4135016411,福建省教育厅,福州市,专科,中外合作办学
南昌大学,4136010403,江西省,南昌市,本科,
华东交通大学,4136010404,江西省,南昌市,本科,
东华理工大学,4136010405,江西省,抚州市,本科,
南昌航空大学,4136010406,江西省,南昌市,本科,
江西理工大学,4136010407,江西省,赣州市,本科,
景德镇陶瓷大学,4136010408,江西省,景德镇市,本科,
江西农业大学,4136010410,江西省,南昌市,本科,
江西中医药大学,4136010412,江西省,南昌市,本科,
赣南医学院,4136010413,江西省,赣州市,本科,
江西师范大学,4136010414,江西省,南昌市,本科,
上饶师范学院,4136010416,江西省,上饶市,本科,
宜春学院,4136010417,江西省,宜春市,本科,
赣南师范大学,4136010418,江西省,赣州市,本科,
井冈山大学,4136010419,江西省,吉安市,本科,
江西财经大学,4136010421,江西省,南昌市,本科,
江西科技学院,4136010846,江西省教育厅,南昌市,本科,民办
景德镇学院,4136010894,江西省,景德镇市,本科,
萍乡学院,4136010895,江西省,萍乡市,本科,
江西科技师范大学,4136011318,江西省,南昌市,本科,
南昌工程学院,4136011319,江西省,南昌市,本科,
江西警察学院,4136011504,江西省,南昌市,本科,
新余学院,4136011508,江西省,新余市,本科,
九江学院,4136011843,江西省,九江市,本科,
江西工程学院,4136012766,江西省教育厅,新余市,本科,民办
南昌理工学院,4136012795,江西省教育厅,南昌市,本科,民办
江西应用科技学院,4136012938,江西省教育厅,南昌市,本科,民办
江西服装学院,4136013418,江西省教育厅,南昌市,本科,民办
南昌工学院,4136013421,江西省教育厅,南昌市,本科,民办
南昌大学科学技术学院,4136013429,江西省教育厅,南昌市,本科,民办
南昌大学共青学院,4136013430,江西省教育厅,九江市,本科,民办
华东交通大学理工学院,4136013431,江西省教育厅,南昌市,本科,民办
东华理工大学长江学院,4136013432,江西省教育厅,抚州市,本科,民办
南昌航空大学科技学院,4136013433,江西省教育厅,南昌市,本科,民办
江西理工大学应用科学学院,4136013434,江西省教育厅,赣州市,本科,民办
景德镇陶瓷大学科技艺术学院,4136013435,江西省教育厅,景德镇市,本科,民办
江西农业大学南昌商学院,4136013436,江西省教育厅,南昌市,本科,民办
江西中医药大学科技学院,4136013437,江西省教育厅,南昌市,本科,民办
江西师范大学科学技术学院,4136013438,江西省教育厅,南昌市,本科,民办
赣南师范大学科技学院,4136013439,江西省教育厅,赣州市,本科,民办
江西科技师范大学理工学院,4136013440,江西省教育厅,南昌市,本科,民办
江西财经大学现代经济管理学院,4136013441,江西省教育厅,南昌市,本科,民办
豫章师范学院,4136013774,江西省,南昌市,本科,
南昌师范学院,4136014437,江西省,南昌市,本科,
上饶幼儿师范高等专科学校,3636000312,江西省,上饶市,专科,
抚州幼儿师范高等专科学校,3636000519,江西省,抚州市,专科,
江西工业职业技术学院,4136010839,江西省,南昌市,专科,
江西医学高等专科学校,4136010888,江西省,上饶市,专科,
九江职业大学,4136011505,江西省,九江市,专科,
九江职业技术学院,4136011785,江西省,九江市,专科,
江西司法警官职业学院,4136012929,江西省,南昌市,专科,
江西陶瓷工艺美术职业技术学院,4136012930,江西省,景德镇市,专科,
江西旅游商贸职业学院,4136012932,江西省,南昌市,专科,
江西电力职业技术学院,4136012933,江西省,南昌市,专科,
江西环境工程职业学院,4136012934,江西省,赣州市,专科,
江西艺术职业学院,4136012936,江西省,南昌市,专科,
鹰潭职业技术学院,4136012937,江西省,鹰潭市,专科,
江西信息应用职业技术学院,4136012939,江西省,南昌市,专科,
江西交通职业技术学院,4136012940,江西省,南昌市,专科,
江西财经职业学院,4136012941,江西省,九江市,专科,
江西应用技术职业学院,4136012942,江西省,赣州市,专科,
江西现代职业技术学院,4136012943,江西省,南昌市,专科,
江西工业工程职业技术学院,4136012944,江西省,萍乡市,专科,
江西机电职业技术学院,4136012976,江西省,南昌市,专科,
江西科技职业学院,4136013419,江西省教育厅,南昌市,专科,民办
南昌职业学院,4136013420,江西省教育厅,南昌市,专科,民办
江西外语外贸职业学院,4136013422,江西省,南昌市,专科,
江西工业贸易职业技术学院,4136013423,江西省,南昌市,专科,
宜春职业技术学院,4136013424,江西省,宜春市,专科,
江西应用工程职业学院,4136013425,江西省,萍乡市,专科,
江西生物科技职业学院,4136013426,江西省,南昌市,专科,
江西建设职业技术学院,4136013427,江西省,南昌市,专科,
抚州职业技术学院,4136013428,江西省,抚州市,专科,
江西中医药高等专科学校,4136013775,江西省,抚州市,专科,
江西先锋软件职业技术学院,4136013776,江西省教育厅,南昌市,专科,民办
江西经济管理职业学院,4136013866,江西省,南昌市,专科,
江西制造职业技术学院,4136013867,江西省,南昌市,专科,
江西工程职业学院,4136013868,江西省,南昌市,专科,
江西青年职业学院,4136013869,江西省,南昌市,专科,
上饶职业技术学院,4136013870,江西省,上饶市,专科,
江西航空职业技术学院,4136013871,江西省,南昌市,专科,
江西农业工程职业学院,4136013872,江西省,宜春市,专科,
赣西科技职业学院,4136013873,江西省教育厅,新余市,专科,民办
